day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
306,18,1.31,-5.3,5.9,0.25,16.28
306,19,1.61,-5.6,6.0,0.28,15.62
306,20,1.81,-5.3,6.3,0.23,15.39
306,21,1.91,-4.7,6.8,0.14,14.63
306,22,1.91,-4.3,7.0,0.34,13.77
306,23,1.94,-4.2,7.6,0.52,13.2
307,0,1.99,-4.1,8.1,0.27,12.1
307,1,2.11,-3.9,8.6,0.08,11.95
307,2,2.06,-3.9,8.4,0.02,11.48
307,3,2.09,-4.5,9.3,0.02,11.44
307,4,2.19,-4.6,9.0,0.07,11.43
307,5,2.25,-4.6,9.0,0.02,11.24
307,6,2.14,-4.8,8.7,0.03,11.26
307,7,2.13,-4.9,7.9,0.04,10.9
307,8,2.07,-5.0,7.1,0.02,11.07
307,9,1.83,-4.7,6.6,0.05,11.28
307,10,1.96,-4.4,6.1,0.11,12.04
307,11,2.16,-4.0,6.5,0.04,12.03
307,12,2.32,-3.8,6.7,0.05,12.63
307,13,2.24,-3.7,6.6,0.05,12.2
307,14,2.13,-3.7,6.6,0.03,12.46
307,15,1.71,-3.8,6.1,0.02,12.39
307,16,1.33,-3.9,5.9,0.01,12.75
307,17,1.2,-3.9,5.7,0.0,13.0
307,18,1.25,-3.7,6.4,0.01,12.84
307,19,1.08,-6.0,6.4,0.0,12.84
307,20,1.51,-3.3,6.6,0.0,12.53
307,21,1.57,-3.0,6.5,0.01,12.56
307,22,1.08,-7.0,6.3,0.06,13.0
307,23,1.08,-6.6,6.1,0.1,13.0
308,0,0.92,-7.4,5.7,0.06,13.7
308,1,0.76,-8.5,5.4,0.07,13.56
308,2,0.68,-9.5,5.3,0.12,13.42
308,3,0.64,-10.4,5.5,0.12,13.18
308,4,0.65,-10.5,5.5,0.08,13.17
308,5,0.64,-10.8,5.5,0.1,12.67
308,6,0.43,-11.5,5.6,0.02,12.52
308,7,0.32,-11.9,5.9,0.01,12.36
308,8,0.31,-12.1,6.2,0.03,12.49
308,9,0.28,-12.3,6.1,0.03,12.82
308,10,0.82,-10.7,6.3,0.01,13.43
308,11,1.31,-10.0,6.5,0.01,13.83
308,12,1.71,-9.5,6.9,0.01,13.67
308,13,1.95,-9.2,7.2,0.11,13.96
308,14,2.09,-7.8,7.5,0.02,13.59
308,15,1.9,-8.2,7.3,0.02,14.18
308,16,1.75,-8.5,7.4,0.01,13.95
308,17,1.62,-9.0,7.3,0.0,14.07
308,18,1.57,-9.3,7.3,0.01,13.98
308,19,1.38,-9.3,6.4,0.2,14.18
308,20,1.54,-9.4,7.0,0.26,14.03
308,21,1.41,-9.3,7.3,0.22,13.74
308,22,1.51,-9.2,7.9,0.14,13.33
308,23,1.51,-9.0,8.4,0.06,13.68
309,0,1.35,-9.1,8.3,0.05,13.64
309,1,1.19,-8.8,7.9,0.05,13.39
309,2,1.29,-7.7,7.4,0.03,13.25
309,3,1.29,-7.6,7.1,0.02,12.94
309,4,1.33,-7.0,6.7,0.01,13.26
309,5,1.34,-6.3,6.4,0.05,13.59
309,6,1.32,-5.8,6.4,0.06,13.75
309,7,1.42,-5.5,6.5,0.05,14.24
309,8,1.48,-5.5,6.6,0.14,13.92
309,9,1.51,-5.9,6.6,0.24,13.94
309,10,1.86,-5.5,7.1,0.25,14.6
309,11,2.26,-5.1,7.6,0.17,14.85
309,12,2.59,-4.7,8.0,0.04,13.92
309,13,2.87,-4.4,8.0,0.0,12.34
309,14,2.87,-4.3,8.2,0.0,11.85
309,15,2.66,-4.5,8.0,0.01,12.22
309,16,2.42,-4.8,7.4,0.0,12.11
309,17,2.36,-5.0,7.7,0.01,12.04
309,18,2.18,-5.4,7.8,0.03,12.19
309,19,2.13,-5.6,8.0,0.07,12.32
309,20,2.3,-5.9,8.4,0.04,12.23
309,21,2.01,-7.0,8.8,0.01,13.37
309,22,1.98,-7.1,8.3,0.0,13.46
309,23,1.92,-7.1,7.5,0.01,13.0
310,0,1.85,-6.9,6.8,0.24,13.03
310,1,1.67,-7.1,6.5,0.01,13.06
310,2,1.58,-8.2,6.6,0.03,13.12
310,3,1.45,-9.0,6.5,0.03,12.73
310,4,1.19,-9.4,6.4,0.1,12.91
310,5,1.18,-9.7,6.4,0.2,13.11
310,6,1.09,-10.2,6.3,0.06,13.11
310,7,1.12,-10.3,6.3,0.08,13.01
310,8,1.02,-10.5,6.0,0.02,12.65
310,9,0.84,-10.4,6.3,0.01,12.33
310,10,1.15,-9.9,6.4,0.02,11.52
310,11,1.55,-9.1,6.4,0.07,11.75
310,12,1.91,-8.5,6.6,0.08,12.02
310,13,2.02,-8.0,6.9,0.05,12.28
310,14,1.88,-8.3,6.6,0.02,12.28
310,15,1.42,-8.7,6.8,0.03,12.38
310,16,1.04,-8.7,7.7,0.07,12.31
310,17,0.97,-8.5,8.6,0.06,12.27
310,18,1.16,-8.3,9.0,0.04,12.83
310,19,1.23,-8.1,8.5,0.07,12.34
310,20,1.24,-8.0,8.6,0.14,12.21
310,21,1.43,-7.9,8.3,0.05,12.23
310,22,1.34,-7.7,8.0,0.02,12.37
310,23,1.16,-7.6,7.8,0.01,12.3
311,0,1.15,-7.4,7.7,0.02,11.81
311,1,1.05,-7.3,7.5,0.01,11.07
311,2,0.9,-8.8,7.3,0.01,10.62
311,3,1.05,-9.4,7.1,0.01,11.27
311,4,1.02,-9.2,6.9,0.01,10.65
311,5,1.05,-8.9,6.6,0.01,11.2
311,6,1.08,-8.9,7.1,0.01,11.37
311,7,1.12,-8.6,7.6,0.0,12.06
311,8,1.07,-8.7,7.8,0.0,12.5
311,9,0.97,-8.4,8.1,0.02,12.45
311,10,1.37,-8.1,8.5,0.0,12.93
311,11,1.72,-7.8,8.8,0.0,12.61
311,12,1.96,-7.4,8.9,0.0,12.3
311,13,2.07,-7.0,9.1,0.01,12.54
311,14,1.84,-6.8,9.0,0.01,12.27
311,15,1.58,-7.4,9.2,0.01,12.12
311,16,1.22,-7.6,8.7,0.0,11.9
311,17,0.9,-7.5,8.1,0.0,11.3
311,18,0.51,-7.5,7.2,0.0,10.93
311,19,0.41,-7.4,6.4,0.01,10.59
311,20,0.17,-7.3,5.8,0.02,10.81
311,21,-0.23,-7.1,5.5,0.03,10.22
311,22,-0.41,-7.0,5.1,0.05,9.87
311,23,-0.71,-7.4,4.8,0.06,9.87
312,0,-0.94,-7.8,4.5,0.05,10.35
312,1,-1.02,-7.1,4.2,0.05,9.91
312,2,-1.24,-8.5,4.2,0.03,10.11
312,3,-1.31,-9.2,4.9,0.01,10.13
312,4,-1.13,-8.9,5.7,0.0,10.69
312,5,-1.15,-9.6,6.0,0.0,10.79
312,6,-1.14,-9.9,6.2,0.01,11.01
312,7,-1.24,-10.7,6.5,0.01,11.18
312,8,-1.26,-10.5,6.5,0.02,11.17
312,9,-1.28,-10.5,6.7,0.03,11.13
312,10,-0.74,-8.8,7.0,0.02,11.63
312,11,-0.24,-7.9,7.5,0.01,12.11
312,12,0.18,-7.2,7.9,0.0,12.12
312,13,0.4,-7.0,8.0,0.01,12.52
312,14,0.28,-7.1,7.6,0.01,12.59
312,15,0.12,-7.6,7.8,0.02,12.46
312,16,-0.07,-7.9,7.7,0.06,12.26
312,17,-0.17,-7.9,7.5,0.1,12.37
312,18,-0.39,-8.4,7.3,0.07,12.33
312,19,-0.59,-8.2,7.2,0.07,12.07
312,20,-0.6,-8.2,7.1,0.03,12.26
312,21,-0.76,-8.4,7.0,0.04,11.78
312,22,-0.74,-8.4,6.9,0.04,12.1
312,23,-0.73,-8.4,6.9,0.04,12.22
313,0,-0.69,-8.6,7.3,0.03,12.08
313,1,-0.56,-8.7,8.1,0.0,12.33
313,2,-0.66,-9.5,8.4,0.0,12.99
313,3,-0.52,-9.3,8.5,0.01,13.19
313,4,-0.39,-9.0,8.4,0.01,13.75
313,5,-0.29,-8.8,8.0,0.02,13.5
313,6,-0.2,-8.9,7.7,0.11,14.1
313,7,-0.14,-9.0,7.0,0.07,14.53
313,8,-0.16,-8.7,6.2,0.04,15.34
313,9,-0.22,-8.3,5.9,0.03,15.09
313,10,-0.05,-7.4,5.9,0.03,15.04
313,11,0.24,-6.1,5.9,0.04,14.72
313,12,0.5,-5.0,5.8,0.03,14.82
313,13,0.65,-4.6,5.5,0.02,15.79
313,14,0.62,-4.8,5.6,0.03,14.88
313,15,0.36,-5.3,5.7,0.07,14.17
313,16,0.26,-5.7,5.9,0.07,14.93
313,17,0.24,-6.0,6.1,0.08,15.19
313,18,0.21,-6.2,6.2,0.05,14.79
313,19,0.14,-6.4,5.8,0.05,14.35
313,20,-0.14,-6.7,5.5,0.11,14.15
313,21,-0.15,-7.3,5.2,0.1,13.85
313,22,-0.18,-7.6,5.1,0.09,13.6
313,23,-0.22,-7.7,5.0,0.08,13.2
314,0,-0.38,-8.0,4.9,0.08,13.41
314,1,-0.34,-8.3,4.7,0.09,13.38
314,2,-0.43,-8.6,5.1,0.06,13.28
314,3,-0.64,-8.9,5.2,0.05,12.75
314,4,-0.75,-9.1,4.9,0.08,12.08
314,5,-0.98,-9.4,5.0,0.05,12.26
314,6,-1.14,-9.5,4.4,0.07,12.15
314,7,-1.26,-9.6,3.8,0.07,11.84
314,8,-1.23,-9.4,4.0,0.06,11.31
314,9,-1.28,-9.5,3.7,0.02,11.43
314,10,-0.95,-9.2,3.9,0.04,11.46
314,11,-0.58,-8.5,4.0,0.03,11.11
314,12,-0.31,-8.1,3.8,0.03,10.34
314,13,-0.24,-7.8,3.7,0.01,10.02
314,14,-0.5,-7.8,3.6,0.01,10.36
314,15,-0.88,-8.0,3.4,0.04,10.88
314,16,-1.25,-8.3,3.2,0.04,10.84
314,17,-1.41,-8.6,2.3,0.03,10.95
314,18,-1.46,-8.8,2.1,0.12,11.25
314,19,-1.64,-8.9,2.1,0.15,10.89
314,20,-1.86,-8.8,2.3,0.0,11.2
314,21,-2.05,-9.0,1.9,0.02,11.52
314,22,-2.08,-8.9,1.5,0.0,11.66
314,23,-1.99,-8.8,1.7,0.01,12.02
315,0,-1.97,-8.7,1.7,0.0,12.48
315,1,-1.92,-8.6,2.1,0.04,12.71
315,2,-1.89,-8.5,2.5,0.05,13.39
315,3,-1.97,-8.3,2.5,0.05,13.45
315,4,-1.79,-8.1,2.6,0.03,13.24
315,5,-1.58,-8.0,2.8,0.03,13.0
315,6,-1.4,-7.9,3.4,0.12,12.82
315,7,-1.24,-7.8,4.1,0.25,12.8
315,8,-1.22,-7.7,4.6,0.32,12.2
315,9,-1.19,-7.3,4.9,0.22,11.28
315,10,-1.04,-7.9,5.4,0.3,11.71
315,11,-0.65,-7.5,6.4,0.1,12.79
315,12,-0.42,-7.3,6.6,0.02,13.03
315,13,-0.34,-7.2,6.0,0.02,12.71
315,14,-0.28,-7.3,6.1,0.02,12.65
315,15,-0.34,-7.3,5.6,0.04,12.05
315,16,-0.36,-7.2,5.5,0.04,12.42
315,17,-0.36,-7.1,5.7,0.04,12.5
315,18,-0.45,-7.2,5.8,0.06,12.51
315,19,-0.42,-7.2,5.8,0.06,12.29
315,20,-0.44,-7.3,5.7,0.1,12.45
315,21,-0.23,-5.7,5.9,0.16,12.75
315,22,-0.01,-5.3,6.2,0.15,12.91
315,23,0.11,-4.9,6.5,0.13,12.52
316,0,0.16,-4.7,6.6,0.21,11.81
316,1,0.24,-4.6,6.6,0.14,11.64
316,2,0.42,-4.6,8.1,0.2,11.36
316,3,0.33,-4.9,7.7,0.21,11.25
316,4,0.38,-5.3,7.9,0.12,11.47
316,5,0.32,-6.2,7.1,0.07,11.05
316,6,0.26,-7.0,6.4,0.06,11.27
316,7,0.25,-8.0,5.8,0.12,11.19
316,8,0.16,-7.9,5.7,0.04,11.49
316,9,0.2,-8.5,5.9,0.06,12.15
316,10,0.62,-6.8,6.8,0.06,12.57
316,11,0.78,-7.1,7.6,0.06,12.43
316,12,0.91,-7.1,8.4,0.06,13.46
316,13,0.94,-6.7,7.6,0.03,13.44
316,14,1.04,-6.6,7.6,0.05,13.73
316,15,0.78,-6.7,6.7,0.02,13.5
316,16,0.47,-7.1,6.4,0.01,12.85
316,17,0.41,-6.9,6.4,0.02,13.23
316,18,0.42,-6.9,6.3,0.1,14.1
316,19,0.29,-7.2,5.7,0.06,15.06
316,20,0.23,-7.5,4.8,0.1,15.88
316,21,0.04,-9.0,4.9,0.21,15.49
316,22,0.13,-8.9,5.0,0.25,14.45
316,23,0.04,-9.0,5.2,0.28,13.62
317,0,-0.02,-9.1,5.6,0.09,13.55
317,1,-0.07,-9.2,5.8,0.05,13.78
317,2,0.22,-8.7,6.1,0.1,13.98
317,3,0.2,-8.5,6.4,0.12,13.9
317,4,0.3,-7.9,6.4,0.08,14.1
317,5,0.39,-7.9,6.5,0.11,13.39
317,6,0.59,-7.5,6.4,0.1,13.05
317,7,0.66,-7.2,6.1,0.09,12.5
317,8,0.26,-7.3,5.5,0.11,11.33
317,9,0.3,-7.1,5.7,0.0,12.06
317,10,0.52,-6.9,5.5,0.03,11.74
317,11,0.8,-6.6,5.5,0.07,11.99
317,12,0.97,-6.3,5.8,0.08,12.01
317,13,1.05,-6.0,5.9,0.07,11.52
317,14,0.96,-5.8,6.0,0.07,11.59
317,15,0.85,-5.9,6.0,0.02,11.28
317,16,0.61,-5.9,5.8,0.05,11.95
317,17,0.57,-6.2,5.6,0.07,11.95
317,18,0.59,-6.1,5.6,0.07,12.31
317,19,0.53,-6.1,5.7,0.09,12.15
317,20,0.28,-6.3,5.5,0.07,12.48
317,21,0.33,-5.6,5.2,0.07,12.67
317,22,0.33,-5.6,5.2,0.1,12.67
317,23,0.26,-5.4,5.1,0.08,13.07
318,0,0.18,-5.4,5.3,0.08,14.1
318,1,0.17,-5.5,5.4,0.06,14.78
318,2,0.02,-5.8,5.3,0.05,14.43
318,3,-0.14,-6.8,5.0,0.0,13.61
318,4,-0.33,-7.0,4.8,0.02,13.27
318,5,-0.55,-7.2,4.8,0.02,12.9
318,6,-0.66,-7.6,4.6,0.0,12.55
318,7,-0.76,-8.0,4.2,0.03,12.62
318,8,-1.02,-8.8,3.8,0.04,11.84
318,9,-1.14,-8.7,3.4,0.02,11.57
318,10,-1.01,-8.6,3.5,0.03,11.3
318,11,-0.74,-8.3,3.7,0.03,11.05
318,12,-0.62,-8.1,3.6,0.01,11.36
318,13,-0.6,-8.6,3.6,0.07,11.28
318,14,-0.93,-9.2,3.4,0.08,10.32
318,15,-1.19,-10.5,3.2,0.07,11.05
318,16,-1.31,-11.0,3.5,0.15,10.89
318,17,-1.38,-10.6,3.4,0.1,10.44
318,18,-1.52,-10.2,3.6,0.08,10.14
318,19,-1.61,-9.6,3.4,0.1,10.25
318,20,-1.81,-9.6,3.3,0.14,9.79
318,21,-1.82,-9.8,3.3,0.13,10.47
318,22,-1.57,-10.0,3.4,0.09,10.59
318,23,-1.7,-9.8,3.6,0.09,11.34
319,0,-1.32,-9.3,3.5,0.07,12.9
319,1,-1.28,-8.9,3.4,0.06,13.45
319,2,-1.1,-8.7,3.4,0.01,13.93
319,3,-1.11,-7.2,3.2,0.0,13.89
319,4,-1.16,-7.4,3.4,0.01,13.2
319,5,-1.12,-7.5,3.4,0.03,13.33
319,6,-1.08,-7.6,3.5,0.04,13.35
319,7,-0.99,-7.4,3.6,0.0,13.63
319,8,-0.84,-7.7,3.5,0.03,13.81
319,9,-0.64,-7.1,3.7,0.03,13.6
319,10,-0.16,-6.4,4.2,0.01,13.8
319,11,0.23,-6.0,4.5,0.0,14.46
319,12,0.63,-5.8,4.7,0.01,14.66
319,13,0.86,-5.5,5.0,0.02,14.56
319,14,0.87,-5.1,5.4,0.01,14.02
319,15,0.88,-4.0,5.7,0.04,15.15
319,16,0.9,-4.3,5.9,0.03,15.5
319,17,1.01,-5.0,6.2,0.02,15.3
319,18,1.22,-5.0,6.4,0.01,16.03
319,19,1.42,-4.3,6.9,0.01,16.77
319,20,1.29,-4.8,6.8,0.03,17.15
319,21,1.09,-6.3,6.7,0.07,16.7
319,22,1.02,-7.0,6.8,0.12,16.65
319,23,0.77,-8.3,6.8,0.14,16.7
320,0,0.62,-9.4,6.9,0.22,15.41
320,1,0.36,-10.0,6.4,0.24,14.42
320,2,0.63,-9.5,6.3,0.14,13.27
320,3,0.71,-9.2,7.1,0.08,13.34
320,4,0.71,-8.6,6.6,0.07,12.26
320,5,0.4,-10.5,6.5,0.02,11.71
320,6,-0.13,-12.4,7.0,0.0,11.56
320,7,-0.38,-13.6,7.2,0.0,11.31
320,8,-0.58,-13.5,7.4,0.0,10.86
320,9,-0.65,-13.1,7.6,0.01,9.81
320,10,-0.65,-13.5,7.7,0.25,9.93
320,11,-0.53,-13.3,7.8,0.17,10.09
320,12,-0.3,-12.7,8.0,0.02,9.91
320,13,-0.23,-12.3,8.2,0.02,10.0
320,14,-0.17,-12.7,8.3,0.02,10.16
320,15,-0.29,-12.1,8.0,0.03,10.99
320,16,-0.14,-8.6,7.3,0.01,11.58
320,17,-0.17,-7.7,6.6,0.0,11.63
320,18,-0.22,-7.5,5.9,0.01,12.16
320,19,-0.15,-7.2,5.5,0.01,12.39
320,20,-0.33,-7.7,5.3,0.02,12.09
320,21,-0.59,-8.9,5.2,0.01,12.12
320,22,-0.62,-9.7,5.8,0.01,11.81
320,23,-0.66,-9.8,6.3,0.0,12.03
321,0,-0.6,-9.1,5.9,0.0,12.39
321,1,-0.6,-8.3,6.1,0.01,12.69
321,2,-0.6,-7.7,6.4,0.04,13.42
321,3,-0.71,-7.0,6.6,0.04,13.17
321,4,-0.64,-6.9,6.4,0.04,13.8
321,5,-0.45,-6.8,6.3,0.04,13.89
321,6,-0.34,-6.7,6.4,0.1,14.4
321,7,-0.36,-6.7,6.3,0.07,14.33
321,8,-0.39,-7.2,6.4,0.07,13.76
321,9,-0.32,-7.5,6.8,0.1,14.2
321,10,-0.3,-7.5,6.5,0.1,13.79
321,11,-0.14,-7.3,6.8,0.15,13.78
321,12,0.05,-7.1,6.9,0.23,14.22
321,13,0.16,-7.0,6.9,0.17,14.02
321,14,0.23,-7.0,6.6,0.15,13.24
321,15,0.23,-7.3,6.1,0.12,13.45
321,16,0.24,-7.3,6.2,0.16,13.6
321,17,0.2,-7.4,6.4,0.14,13.58
321,18,0.14,-7.5,6.3,0.08,13.23
321,19,-0.01,-7.6,6.3,0.04,12.95
321,20,-0.05,-7.4,6.5,0.03,12.89
321,21,-0.15,-7.6,6.5,0.05,12.64
321,22,-0.1,-7.5,6.9,0.04,12.72
321,23,-0.09,-7.4,6.7,0.01,12.46
322,0,0.03,-7.2,5.9,0.03,11.95
322,1,0.21,-7.0,5.3,0.03,11.95
322,2,-0.02,-8.1,5.8,0.03,13.1
322,3,-0.17,-8.0,5.4,0.07,13.18
322,4,-0.16,-7.8,5.2,0.11,12.97
322,5,-0.32,-7.7,5.1,0.11,12.8
322,6,-0.52,-7.9,5.0,0.1,12.38
322,7,-0.7,-8.1,4.8,0.08,11.51
322,8,-0.85,-8.6,4.8,0.09,11.19
322,9,-0.86,-8.7,5.0,0.09,11.06
322,10,-0.98,-8.7,4.4,0.07,10.87
322,11,-0.99,-8.5,4.1,0.06,10.53
322,12,-0.93,-8.3,4.1,0.08,10.07
322,13,-0.79,-8.3,4.4,0.07,10.16
322,14,-0.75,-7.6,4.7,0.04,11.02
322,15,-1.03,-7.8,4.6,0.04,10.88
322,16,-1.11,-7.7,4.6,0.04,10.87
322,17,-1.31,-7.7,4.4,0.02,10.29
322,18,-1.44,-7.5,4.0,0.01,10.43
322,19,-1.65,-7.4,3.7,0.0,10.44
322,20,-1.75,-7.8,3.7,0.02,10.53
322,21,-1.68,-7.9,3.8,0.04,10.67
322,22,-1.68,-7.7,3.6,0.06,10.05
322,23,-1.51,-7.4,3.5,0.11,9.97
323,0,-1.49,-7.1,3.1,0.26,10.51
323,1,-1.33,-6.7,2.9,0.32,10.94
323,2,-1.37,-6.4,3.8,0.26,11.41
323,3,-1.56,-5.9,3.7,0.36,11.65
323,4,-1.36,-5.2,3.5,0.31,12.01
323,5,-1.19,-5.1,3.0,0.19,11.73
323,6,-1.17,-5.5,3.1,0.12,11.96
323,7,-1.16,-5.6,3.1,0.15,11.33
323,8,-1.3,-7.0,3.2,0.13,11.76
323,9,-1.19,-6.4,3.1,0.08,11.54
323,10,-0.97,-5.4,3.1,0.12,11.76
323,11,-0.77,-4.5,3.1,0.18,11.22
323,12,-0.43,-3.4,3.1,0.12,11.56
323,13,-0.34,-2.6,3.1,0.28,12.72
323,14,-0.68,-3.8,3.0,0.48,12.26
323,15,-1.01,-3.6,2.8,0.25,12.72
323,16,-0.92,-3.5,2.9,0.18,14.13
323,17,-0.9,-3.4,3.0,0.23,15.5
323,18,-0.91,-3.3,3.0,0.22,14.97
323,19,-0.92,-3.5,3.0,0.16,14.78
323,20,-0.9,-3.9,3.1,0.21,15.15
323,21,-0.89,-4.0,3.1,0.2,14.83
323,22,-0.82,-4.1,3.2,0.14,14.47
323,23,-0.71,-4.3,3.2,0.09,14.72
324,0,-0.64,-4.1,3.1,0.06,14.81
324,1,-0.67,-4.1,2.9,0.05,14.65
324,2,-0.75,-5.3,3.1,0.03,14.36
324,3,-1.03,-5.4,2.9,0.04,13.92
324,4,-0.99,-5.5,2.9,0.06,13.48
324,5,-1.09,-5.5,3.0,0.06,12.66
324,6,-1.3,-5.6,2.7,0.02,12.77
324,7,-1.36,-5.7,3.3,0.02,13.19
324,8,-1.34,-6.0,3.3,0.04,13.74
324,9,-1.31,-6.3,3.4,0.0,13.46
324,10,-1.47,-6.2,2.9,0.02,13.4
324,11,-1.32,-6.0,2.9,0.07,12.68
324,12,-1.27,-6.3,2.9,0.09,12.59
324,13,-1.25,-6.4,2.9,0.03,12.6
324,14,-1.51,-7.2,3.1,0.02,12.58
324,15,-2.12,-7.7,3.2,0.0,12.11
324,16,-2.54,-9.0,2.9,0.0,12.57
324,17,-2.86,-9.7,2.7,0.01,12.9
324,18,-3.11,-10.1,2.7,0.02,12.9
324,19,-3.39,-9.8,2.5,0.01,12.79
324,20,-3.41,-8.8,2.5,0.0,12.76
324,21,-3.45,-8.5,2.4,0.0,12.85
324,22,-3.49,-7.6,2.2,0.01,13.08
324,23,-3.39,-7.2,1.8,0.03,12.69
325,0,-3.43,-7.2,1.5,0.11,12.69
325,1,-3.15,-7.5,1.7,0.15,12.61
325,2,-3.32,-7.3,1.8,0.13,12.26
325,3,-3.64,-8.8,1.7,0.04,12.62
325,4,-3.71,-10.2,1.8,0.0,12.97
325,5,-3.46,-7.3,1.6,0.0,13.27
325,6,-3.4,-7.2,1.7,0.01,13.52
325,7,-3.45,-7.2,1.5,0.02,13.56
325,8,-3.6,-7.5,1.4,0.04,13.77
325,9,-3.54,-8.0,1.6,0.06,13.86
325,10,-3.45,-8.5,1.5,0.07,13.63
325,11,-3.35,-8.9,1.6,0.06,13.71
325,12,-3.2,-9.3,1.6,0.06,13.88
325,13,-3.13,-9.6,1.7,0.06,14.17
325,14,-3.26,-9.9,1.7,0.06,14.2
325,15,-3.32,-9.5,1.6,0.07,13.94
325,16,-3.26,-9.5,1.6,0.09,14.28
325,17,-3.23,-9.8,1.6,0.12,14.0
325,18,-3.23,-9.9,1.7,0.21,13.47
325,19,-3.19,-9.8,2.4,0.19,13.18
325,20,-3.12,-9.7,3.3,0.2,13.07
325,21,-2.97,-9.6,4.2,0.19,13.49
325,22,-2.72,-9.2,5.4,0.12,13.57
325,23,-2.66,-8.8,5.3,0.1,13.21
326,0,-2.72,-8.5,5.0,0.14,12.75
326,1,-2.68,-8.0,4.7,0.19,12.58
326,2,-2.81,-7.5,4.1,0.14,12.44
326,3,-3.02,-7.4,3.5,0.0,12.96
326,4,-3.03,-7.3,3.0,0.01,13.09
326,5,-3.13,-7.4,2.5,0.0,13.44
326,6,-3.14,-7.6,2.3,0.0,13.42
326,7,-3.15,-8.3,2.2,0.0,13.39
326,8,-3.12,-9.1,2.0,0.01,12.92
326,9,-3.42,-10.5,1.8,0.01,12.75
326,10,-3.37,-10.5,1.7,0.02,11.86
326,11,-3.15,-9.3,1.7,0.04,11.36
326,12,-3.0,-8.5,1.7,0.04,12.0
326,13,-2.86,-8.0,1.6,0.03,11.83
326,14,-2.9,-8.1,1.1,0.02,12.25
326,15,-2.89,-8.3,1.0,0.02,13.03
326,16,-2.73,-7.8,1.3,0.02,13.13
326,17,-2.68,-7.1,1.7,0.04,13.1
326,18,-2.47,-6.5,2.2,0.16,13.7
326,19,-2.24,-6.7,2.3,0.25,13.84
326,20,-2.29,-6.6,2.7,0.2,13.77
326,21,-2.0,-6.5,3.3,0.17,13.38
326,22,-1.81,-6.6,3.5,0.23,12.76
326,23,-1.75,-6.7,3.5,0.18,12.94
327,0,-1.89,-7.0,3.4,0.1,13.3
327,1,-1.92,-7.5,3.8,0.07,13.32
327,2,-2.17,-9.2,4.1,0.05,13.71
327,3,-2.35,-8.8,4.1,0.19,13.01
327,4,-2.34,-8.8,4.4,0.13,13.07
327,5,-2.2,-8.9,4.5,0.06,13.07
327,6,-2.08,-8.4,4.5,0.01,13.15
327,7,-1.9,-8.5,4.4,0.0,13.18
327,8,-1.91,-8.4,4.2,0.01,12.63
327,9,-1.89,-7.6,4.2,0.0,12.56
327,10,-1.91,-7.0,4.1,0.0,12.31
327,11,-1.8,-6.8,4.0,0.0,12.13
327,12,-1.62,-6.4,3.9,0.0,12.52
327,13,-1.58,-6.1,3.9,0.01,12.72
327,14,-1.69,-5.6,3.7,0.02,13.38
327,15,-1.71,-5.7,3.3,0.05,12.87
327,16,-1.51,-5.9,2.6,0.05,13.84
327,17,-1.46,-5.9,2.2,0.05,14.73
327,18,-1.56,-5.8,2.0,0.07,15.07
327,19,-1.56,-5.5,2.2,0.18,15.55
327,20,-1.5,-5.1,2.5,0.29,15.88
327,21,-1.54,-4.7,2.3,0.28,15.67
327,22,-1.47,-4.4,2.2,0.26,15.27
327,23,-1.41,-4.0,2.2,0.34,14.91
328,0,-1.3,-3.8,2.2,0.3,15.0
328,1,-1.25,-3.7,2.2,0.19,14.83
328,2,-1.33,-4.2,2.1,0.26,13.71
328,3,-1.51,-5.4,1.6,0.11,13.38
328,4,-1.44,-5.9,1.8,0.11,13.98
328,5,-1.35,-6.3,1.9,0.05,14.24
328,6,-1.29,-6.9,2.0,0.03,14.51
328,7,-1.31,-7.3,2.3,0.02,15.35
328,8,-1.44,-7.4,1.6,0.08,14.39
328,9,-1.68,-7.6,1.2,0.12,13.98
328,10,-1.92,-8.0,1.5,0.09,14.08
328,11,-2.04,-8.5,2.0,0.09,13.75
328,12,-2.07,-8.6,2.3,0.09,13.13
328,13,-2.1,-8.6,2.5,0.1,12.4
328,14,-2.36,-9.0,2.6,0.07,12.75
328,15,-2.56,-9.5,2.4,0.01,12.94
328,16,-2.74,-9.6,2.8,0.16,13.27
328,17,-2.88,-9.1,3.0,0.02,12.64
328,18,-2.99,-9.9,3.3,0.0,12.42
328,19,-3.17,-10.1,3.3,0.0,12.06
328,20,-3.34,-11.0,3.3,0.0,11.01
328,21,-3.7,-12.5,3.0,0.0,11.03
328,22,-3.62,-11.3,2.9,0.01,11.11
328,23,-3.82,-11.8,2.7,0.01,11.16
329,0,-3.87,-11.3,2.5,0.01,11.65
329,1,-3.94,-11.2,2.2,0.0,11.94
329,2,-3.78,-10.5,2.7,0.02,12.95
329,3,-3.72,-10.1,2.5,0.1,13.49
329,4,-3.67,-10.0,2.5,0.12,13.59
329,5,-3.59,-9.9,2.3,0.04,13.5
329,6,-3.56,-9.7,1.8,0.08,13.76
329,7,-3.55,-9.4,1.7,0.1,13.09
329,8,-3.54,-9.1,1.5,0.09,13.02
329,9,-3.43,-8.7,1.8,0.16,12.58
329,10,-3.33,-8.3,2.5,0.14,12.47
