day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
87,11,-0.16,-6.9,4.6,0.01,15.14
87,12,0.58,-5.4,5.6,0.01,14.86
87,13,1.32,-4.1,6.2,0.02,14.81
87,14,1.79,-3.5,6.0,0.01,15.01
87,15,1.7,-2.8,5.3,0.07,15.49
87,16,1.44,-3.2,5.3,0.0,14.53
87,17,1.27,-3.5,6.0,0.0,14.13
87,18,0.79,-5.6,7.0,0.0,14.29
87,19,0.19,-5.3,6.0,0.02,14.77
87,20,-0.49,-6.4,5.2,0.05,15.21
87,21,-0.89,-7.1,5.7,0.04,15.77
87,22,-1.26,-7.7,5.8,0.05,16.36
87,23,-1.52,-8.1,6.4,0.04,16.2
88,0,-1.84,-8.5,5.7,0.04,16.04
88,1,-2.04,-9.2,5.4,0.04,15.88
88,2,-2.25,-9.9,6.4,0.07,15.86
88,3,-1.789,-10.2,6.2,0.067,16.756
88,4,-2.61,-11.1,5.4,0.05,16.31
88,5,-2.79,-11.1,5.1,0.05,16.37
88,6,-2.83,-10.8,5.4,0.04,16.51
88,7,-2.83,-10.6,5.4,0.07,16.22
88,8,-2.46,-10.1,5.4,0.08,15.75
88,9,-1.73,-9.0,5.9,0.07,15.44
88,10,-0.93,-8.3,7.2,0.05,15.04
88,11,-0.55,-7.6,6.6,0.03,15.05
88,12,-0.11,-6.6,7.2,0.01,14.85
88,13,0.26,-5.7,8.5,0.07,16.39
88,14,0.64,-5.1,8.9,0.08,16.54
88,15,0.84,-4.2,9.1,0.05,16.85
88,16,0.72,-4.4,8.3,0.03,17.46
88,17,0.36,-4.6,6.7,0.01,17.03
88,18,-0.1,-5.2,5.6,0.01,16.93
88,19,-0.82,-6.4,4.4,0.0,15.71
88,20,-1.53,-8.2,3.7,0.08,15.68
88,21,-1.67,-7.1,3.1,0.15,15.55
88,22,-2.21,-7.9,2.4,0.21,14.54
88,23,-2.78,-9.8,1.8,0.15,13.86
89,0,-3.13,-10.8,1.5,0.04,13.31
89,1,-3.46,-11.1,1.8,0.02,12.76
89,2,-3.72,-11.4,2.3,0.08,12.67
89,3,-3.967,-10.3,2.3,0.044,12.067
89,4,-4.01,-11.5,2.0,0.01,12.61
89,5,-3.91,-11.2,2.4,0.01,13.23
89,6,-4.16,-11.6,2.2,0.02,13.3
89,7,-4.32,-11.8,2.2,0.03,13.82
89,8,-4.09,-11.4,2.7,0.03,14.3
89,9,-3.12,-9.9,3.6,0.04,13.37
89,10,-2.11,-8.4,4.6,0.07,13.1
89,11,-1.58,-8.0,5.5,0.08,13.68
89,12,-0.91,-7.8,6.8,0.07,13.42
89,13,-0.33,-7.7,7.5,0.11,13.82
89,14,0.02,-7.5,7.7,0.06,14.09
89,15,0.39,-6.2,6.8,0.04,14.66
89,16,0.33,-6.1,6.5,0.02,13.65
89,17,-0.07,-5.8,5.6,0.02,13.38
89,18,-0.3,-5.7,5.1,0.01,12.44
89,19,-1.16,-6.3,3.6,0.0,11.52
89,20,-2.4,-7.0,2.4,0.0,11.68
89,21,-2.92,-8.5,2.6,0.0,11.55
89,22,-3.13,-7.5,1.9,0.0,11.26
89,23,-3.22,-7.3,0.6,0.0,11.04
90,0,-3.49,-7.3,0.4,0.0,10.89
90,1,-3.81,-7.6,0.3,0.0,10.65
90,2,-4.2,-8.1,0.2,0.0,9.98
90,3,-4.162,-7.4,-0.1,0.012,10.3
90,4,-4.26,-7.6,-0.4,0.02,9.27
90,5,-4.36,-8.3,-0.8,0.04,9.53
90,6,-4.42,-8.5,-0.5,0.02,10.48
90,7,-4.56,-9.5,-0.4,0.0,10.29
90,8,-4.19,-9.9,0.6,0.01,10.35
90,9,-3.34,-8.0,2.1,0.02,9.63
90,10,-2.28,-6.3,4.0,0.06,9.63
90,11,-1.35,-5.3,5.8,0.04,9.83
90,12,-0.69,-4.8,7.3,0.06,9.72
90,13,-0.15,-4.5,7.9,0.08,9.45
90,14,0.35,-3.9,8.0,0.13,9.3
90,15,1.01,-2.6,8.5,0.07,10.19
90,16,1.11,-2.3,8.7,0.08,9.78
90,17,1.01,-2.4,7.4,0.07,9.71
90,18,0.16,-4.4,4.1,0.13,9.83
90,19,-0.91,-6.3,2.8,0.0,10.62
90,20,-1.53,-6.8,2.3,0.0,10.85
90,21,-1.57,-5.5,1.9,0.01,10.13
90,22,-2.14,-6.3,1.3,0.0,9.79
90,23,-2.73,-8.2,1.1,0.09,10.58
91,0,-3.0,-9.0,0.9,0.19,11.05
91,1,-3.23,-9.2,1.1,0.1,10.96
91,2,-3.4,-8.6,1.2,0.17,10.6
91,3,-3.38,-9.2,1.5,0.1,10.41
91,4,-3.68,-9.3,0.9,0.14,10.5
91,5,-3.68,-9.6,1.1,0.06,10.24
91,6,-3.91,-10.0,1.2,0.02,10.24
91,7,-4.03,-10.5,1.4,0.02,10.59
91,8,-3.73,-10.5,1.7,0.03,10.51
91,9,-2.77,-8.9,1.9,0.09,9.34
91,10,-1.92,-7.0,1.5,0.1,9.51
91,11,-1.12,-4.8,1.8,0.06,9.76
91,12,-0.45,-3.5,2.0,0.05,10.15
91,13,0.03,-3.2,2.9,0.05,10.63
91,14,0.38,-3.1,3.4,0.03,10.93
91,15,1.03,-2.7,4.0,0.05,11.24
91,16,0.65,-2.7,4.9,0.07,11.54
91,17,0.24,-3.1,4.7,0.06,11.59
91,18,-0.35,-4.4,4.3,0.07,10.6
91,19,-0.99,-6.5,3.2,0.05,11.13
91,20,-1.97,-8.4,2.2,0.03,11.0
91,21,-2.44,-9.2,2.0,0.03,11.02
91,22,-3.04,-9.8,1.8,0.02,10.39
91,23,-3.3,-9.5,2.2,0.01,10.46
92,0,-3.65,-9.0,2.4,0.0,10.48
92,1,-3.79,-8.9,2.7,0.0,10.19
92,2,-4.0,-8.6,2.9,0.0,10.12
92,3,-3.69,-8.5,3.2,0.0,10.48
92,4,-4.2,-10.4,5.1,0.0,11.52
92,5,-4.03,-10.0,5.3,0.01,11.73
92,6,-4.13,-10.3,5.9,0.0,11.69
92,7,-4.55,-10.6,5.9,0.01,12.1
92,8,-4.14,-9.8,5.3,0.0,11.43
92,9,-3.2,-8.4,5.4,0.01,10.41
92,10,-2.04,-6.1,5.5,0.0,9.69
92,11,-0.9,-4.8,6.4,0.0,9.82
92,12,0.05,-3.8,6.8,0.0,9.84
92,13,0.82,-2.7,7.0,0.0,10.77
92,14,1.33,-2.1,7.1,0.0,12.05
92,15,1.67,-2.0,7.4,0.01,12.63
92,16,1.3,-2.5,6.8,0.07,11.24
92,17,1.05,-2.5,6.4,0.04,10.8
92,18,0.61,-2.7,5.8,0.03,10.63
92,19,-0.21,-3.3,4.9,0.03,9.91
92,20,-1.2,-4.2,4.0,0.04,10.34
92,21,-1.86,-5.8,3.3,0.02,10.59
92,22,-2.46,-6.8,2.4,0.04,10.63
92,23,-2.98,-7.5,1.9,0.04,10.64
93,0,-3.34,-8.0,1.3,0.03,11.08
93,1,-3.58,-8.5,1.4,0.02,10.95
93,2,-3.74,-9.1,1.6,0.02,10.5
93,3,-3.73,-9.8,1.2,0.02,11.23
93,4,-3.9,-9.6,2.3,0.02,11.28
93,5,-4.21,-11.9,2.7,0.02,11.67
93,6,-4.61,-13.0,2.1,0.02,11.83
93,7,-4.61,-12.8,1.6,0.04,11.25
93,8,-3.99,-12.2,2.2,0.07,11.3
93,9,-2.93,-10.8,3.3,0.02,11.1
93,10,-1.7,-8.4,4.8,0.03,11.63
93,11,-0.61,-6.0,5.7,0.03,11.72
93,12,0.42,-4.1,7.2,0.02,12.56
93,13,1.13,-4.0,7.9,0.03,13.83
93,14,1.51,-3.6,7.8,0.02,13.8
93,15,1.81,-3.0,7.4,0.0,14.95
93,16,1.37,-3.2,7.5,0.01,13.68
93,17,1.19,-3.4,7.0,0.0,12.8
93,18,0.72,-3.9,5.7,0.01,13.33
93,19,0.14,-5.1,5.2,0.02,13.14
93,20,-0.83,-6.9,4.4,0.02,13.58
93,21,-2.13,-9.3,3.9,0.01,14.63
93,22,-2.53,-9.3,3.7,0.02,13.9
93,23,-2.77,-8.5,3.3,0.01,13.48
94,0,-3.03,-9.5,3.0,0.02,13.17
94,1,-3.36,-10.6,3.0,0.01,13.6
94,2,-3.61,-11.7,2.7,0.0,13.12
94,3,-3.72,-12.7,2.0,0.0,13.77
94,4,-4.45,-14.0,2.1,0.02,13.69
94,5,-4.5,-14.9,2.7,0.01,13.65
94,6,-4.53,-15.6,2.6,0.01,13.05
94,7,-4.92,-16.3,2.5,0.02,12.49
94,8,-4.36,-16.1,2.6,0.0,12.18
94,9,-3.32,-14.3,2.9,0.02,10.79
94,10,-2.07,-12.1,3.2,0.05,9.98
94,11,-0.94,-9.9,3.7,0.06,10.29
94,12,-0.02,-8.2,4.4,0.07,10.85
94,13,0.62,-7.3,4.9,0.05,10.61
94,14,1.1,-6.9,6.1,0.06,11.44
94,15,1.39,-6.8,7.2,0.09,10.92
94,16,1.43,-5.1,6.7,0.06,11.35
94,17,1.0,-5.4,4.7,0.06,12.43
94,18,0.44,-5.9,4.4,0.06,12.98
94,19,-0.41,-7.4,4.0,0.06,13.23
94,20,-1.3,-11.3,3.5,0.07,13.87
94,21,-1.62,-11.8,3.0,0.05,13.41
94,22,-1.91,-11.9,2.7,0.06,12.77
94,23,-2.39,-12.3,2.2,0.09,12.03
95,0,-2.9,-14.8,2.3,0.16,12.22
95,1,-3.64,-17.5,2.4,0.18,12.54
95,2,-3.97,-18.8,1.9,0.16,11.95
95,3,-3.79,-18.0,1.5,0.19,11.55
95,4,-4.13,-17.7,1.3,0.06,11.67
95,5,-4.34,-17.6,1.4,0.04,11.77
95,6,-4.51,-17.4,1.5,0.05,11.54
95,7,-4.5,-16.7,1.5,0.05,11.18
95,8,-4.07,-15.0,1.3,0.06,10.34
95,9,-3.16,-12.4,1.5,0.06,9.84
95,10,-1.84,-9.9,2.1,0.09,10.1
95,11,-0.93,-6.9,2.8,0.1,9.71
95,12,-0.04,-4.1,3.1,0.07,10.1
95,13,0.77,-3.1,3.7,0.06,9.6
95,14,1.05,-2.5,3.5,0.09,9.45
95,15,1.45,-2.4,4.8,0.08,10.65
95,16,1.35,-1.9,4.3,0.17,9.94
95,17,1.2,-1.9,4.4,0.15,9.77
95,18,1.2,-2.1,3.8,0.15,10.48
95,19,0.26,-2.8,2.7,0.05,11.07
95,20,-0.73,-4.0,2.3,0.07,11.45
95,21,-1.08,-4.7,2.1,0.05,11.69
95,22,-1.44,-5.2,2.1,0.07,11.18
95,23,-1.77,-5.8,2.4,0.08,11.84
96,0,-1.84,-6.0,2.3,0.12,11.7
96,1,-2.27,-7.6,2.2,0.36,11.22
96,2,-2.25,-7.0,2.0,0.27,10.84
96,3,-2.18,-6.8,2.1,0.21,11.37
96,4,-2.45,-7.8,1.7,0.29,11.56
96,5,-2.66,-7.9,2.0,0.17,11.36
96,6,-2.72,-7.1,1.9,0.14,10.58
96,7,-2.72,-6.4,1.7,0.06,10.17
96,8,-2.11,-5.6,1.8,0.04,9.42
96,9,-1.2,-4.7,1.9,0.04,9.71
96,10,-0.37,-4.2,1.8,0.02,9.95
96,11,0.41,-3.8,3.4,0.02,10.95
96,12,1.02,-3.5,4.9,0.03,11.24
96,13,1.58,-3.3,6.1,0.03,11.07
96,14,2.23,-2.9,6.9,0.03,11.62
96,15,2.84,-2.7,9.1,0.06,13.17
96,16,2.53,-2.7,8.2,0.13,12.03
96,17,2.41,-3.0,7.7,0.16,11.31
96,18,1.97,-3.6,6.7,0.16,12.22
96,19,1.46,-3.7,5.3,0.15,12.38
96,20,0.57,-4.1,3.9,0.08,12.99
96,21,-0.23,-4.4,3.1,0.0,12.77
96,22,-0.58,-4.4,3.3,0.06,12.54
96,23,-0.83,-4.5,3.3,0.04,12.39
97,0,-1.06,-4.6,3.5,0.05,12.8
97,1,-1.24,-4.8,3.5,0.06,12.96
97,2,-1.32,-4.9,3.6,0.03,12.54
97,3,-1.45,-4.9,3.5,0.0,12.89
97,4,-1.78,-5.1,3.4,0.0,12.22
97,5,-1.91,-5.0,3.3,0.01,12.18
97,6,-2.16,-5.8,3.2,0.04,12.52
97,7,-2.21,-6.0,3.2,0.04,12.42
97,8,-1.54,-5.4,3.4,0.02,11.83
97,9,-0.59,-4.9,3.7,0.03,11.62
97,10,0.31,-4.5,4.3,0.13,11.84
97,11,1.11,-3.9,4.7,0.2,12.45
97,12,1.98,-2.4,5.9,0.23,13.1
97,13,2.47,-1.4,6.1,0.22,13.26
97,14,2.65,-1.0,6.3,0.19,12.84
97,15,3.43,-0.6,9.6,0.11,13.24
97,16,3.27,0.6,9.1,0.03,12.99
97,17,3.14,0.6,8.7,0.08,13.05
97,18,2.48,0.1,8.0,0.22,12.35
97,19,1.59,-0.4,5.3,0.11,11.35
97,20,0.83,-1.9,4.7,0.09,12.46
97,21,0.18,-2.2,4.5,0.15,12.53
97,22,-0.34,-2.5,3.5,0.17,12.33
97,23,-0.56,-3.0,3.3,0.15,12.2
98,0,-0.94,-3.7,3.3,0.1,11.55
98,1,-1.2,-4.1,3.3,0.11,10.71
98,2,-1.45,-4.3,3.2,0.09,10.6
98,3,-1.32,-3.9,3.2,0.07,11.23
98,4,-1.66,-4.6,2.7,0.05,11.21
98,5,-1.73,-5.3,2.5,0.05,11.75
98,6,-1.84,-6.5,2.3,0.06,12.49
98,7,-1.6,-6.1,2.2,0.15,13.06
98,8,-0.93,-4.2,2.6,0.12,12.56
98,9,-0.26,-3.6,3.2,0.05,12.8
98,10,0.49,-2.6,4.3,0.09,14.2
98,11,1.26,-1.5,5.5,0.08,13.67
98,12,2.02,-0.9,6.7,0.05,13.16
98,13,2.62,-0.3,7.3,0.03,14.06
98,14,3.0,0.1,7.6,0.01,14.49
98,15,3.56,0.3,8.8,0.03,15.04
98,16,3.08,-0.2,6.8,0.03,14.73
98,17,2.82,-0.6,6.0,0.11,13.99
98,18,2.18,-1.1,5.3,0.15,13.46
98,19,1.47,-1.9,4.8,0.27,13.88
98,20,0.59,-3.2,4.2,0.54,12.97
98,21,-0.47,-4.4,3.4,0.18,13.43
98,22,-0.51,-5.4,3.0,0.03,13.01
98,23,-0.66,-6.1,2.8,0.01,12.8
99,0,-0.96,-6.4,3.3,0.0,12.96
99,1,-0.92,-5.5,3.4,0.0,13.08
99,2,-1.22,-5.7,2.6,0.0,13.6
99,3,-1.0,-5.1,2.4,0.0,13.75
99,4,-1.61,-4.9,2.4,0.0,13.44
99,5,-1.87,-5.1,2.4,0.0,13.8
99,6,-1.96,-5.4,2.3,0.01,14.64
99,7,-1.95,-5.4,2.4,0.08,14.35
99,8,-1.48,-4.4,1.1,0.22,13.41
99,9,-0.63,-2.9,1.4,0.13,12.99
99,10,0.25,-2.3,2.6,0.07,13.3
99,11,1.05,-1.4,3.6,0.04,13.65
99,12,1.73,-0.8,4.8,0.06,13.63
99,13,2.37,-0.3,6.0,0.04,14.08
99,14,2.64,-0.1,6.5,0.07,14.45
99,15,3.22,0.9,9.0,0.07,15.81
99,16,3.44,0.7,10.2,0.04,15.18
99,17,3.25,0.4,10.0,0.03,15.29
99,18,2.7,0.0,9.5,0.03,14.36
99,19,1.67,-0.8,5.2,0.03,14.03
99,20,0.76,-1.9,4.7,0.02,13.82
99,21,0.07,-3.1,3.6,0.01,14.76
99,22,-0.36,-4.1,3.0,0.0,15.1
99,23,-0.83,-4.9,2.5,0.02,14.36
100,0,-1.31,-5.5,1.8,0.04,13.5
100,1,-1.81,-6.0,1.2,0.02,13.83
100,2,-2.03,-6.5,1.2,0.0,13.1
100,3,-1.93,-7.0,1.3,0.01,12.6
100,4,-2.38,-6.9,0.8,0.0,12.67
100,5,-2.51,-7.2,0.9,0.01,12.79
100,6,-2.68,-7.5,1.2,0.0,12.36
100,7,-2.54,-7.5,1.7,0.02,12.11
100,8,-1.69,-6.9,2.5,0.02,11.53
100,9,-0.81,-6.1,3.5,0.02,11.3
100,10,-0.0,-5.2,4.3,0.07,11.66
100,11,0.75,-4.4,5.0,0.13,12.31
100,12,1.42,-3.8,6.0,0.05,12.54
100,13,1.96,-3.5,7.2,0.04,13.49
100,14,2.37,-3.0,8.1,0.04,13.13
100,15,3.07,-2.7,9.6,0.11,13.29
100,16,2.79,-1.9,8.6,0.09,12.45
100,17,2.76,-1.5,8.7,0.1,11.97
100,18,2.31,-1.7,7.2,0.15,11.31
100,19,1.36,-2.4,6.8,0.19,11.45
100,20,-0.04,-4.5,6.0,0.29,11.61
100,21,-0.84,-5.9,6.0,0.23,11.36
100,22,-1.39,-6.7,5.5,0.07,11.25
100,23,-1.5,-5.2,5.0,0.1,11.14
101,0,-1.9,-5.4,4.5,0.05,10.99
101,1,-2.29,-5.8,4.0,0.05,10.91
101,2,-2.63,-6.3,3.0,0.05,10.35
101,3,-2.63,-5.9,2.5,0.06,10.83
101,4,-3.1,-6.8,2.9,0.04,10.82
101,5,-3.32,-7.7,3.0,0.06,11.19
101,6,-3.24,-8.4,3.2,0.07,11.28
101,7,-3.04,-8.7,3.5,0.05,12.16
101,8,-2.38,-8.1,3.5,0.04,12.02
101,9,-1.46,-6.6,3.7,0.03,12.08
101,10,-0.48,-4.7,4.1,0.04,12.16
101,11,0.35,-3.4,4.3,0.02,13.16
101,12,0.89,-3.0,4.9,0.02,14.42
101,13,1.32,-3.1,5.9,0.01,15.07
101,14,1.65,-3.3,6.5,0.01,15.35
101,15,2.05,-3.3,6.0,0.01,15.93
101,16,1.96,-3.1,5.3,0.02,14.74
101,17,1.65,-3.3,4.3,0.01,13.62
101,18,1.27,-3.7,3.5,0.0,12.77
101,19,0.56,-4.5,2.8,0.0,12.03
101,20,-0.64,-6.8,2.1,0.0,11.36
101,21,-1.35,-7.0,1.5,0.0,11.41
101,22,-1.8,-6.6,0.9,0.0,10.82
101,23,-2.34,-6.7,0.7,0.0,10.29
102,0,-2.61,-6.7,0.5,0.0,10.27
102,1,-2.82,-6.4,0.2,0.0,9.71
102,2,-3.11,-6.3,-0.1,0.0,9.41
102,3,-2.63,-5.4,-0.4,0.0,9.79
102,4,-2.77,-6.6,0.0,0.02,9.91
102,5,-2.89,-6.8,-0.4,0.04,10.06
102,6,-3.0,-7.0,-0.7,0.06,10.34
102,7,-2.62,-5.2,-0.5,0.08,10.25
102,8,-1.55,-3.6,0.3,0.08,9.27
102,9,-0.43,-2.7,1.8,0.08,8.75
102,10,0.59,-2.6,3.6,0.08,8.58
102,11,1.67,-0.4,5.5,0.03,9.15
102,12,2.18,-0.2,6.7,0.04,10.54
102,13,2.57,0.4,7.5,0.09,10.89
102,14,2.7,0.5,7.9,0.11,11.13
102,15,3.24,0.6,9.6,0.1,11.8
102,16,2.84,0.5,8.4,0.22,11.46
102,17,2.61,0.6,8.1,0.2,11.17
102,18,2.26,0.2,7.3,0.16,10.41
102,19,1.28,-1.2,5.7,0.15,9.66
102,20,0.09,-2.5,3.9,0.15,10.39
102,21,-0.77,-4.4,3.3,0.11,10.76
102,22,-1.22,-4.9,1.9,0.16,10.37
102,23,-1.52,-5.7,1.4,0.16,10.44
103,0,-1.45,-5.2,2.0,0.08,10.44
103,1,-1.4,-5.4,2.5,0.04,10.4
103,2,-1.35,-5.4,2.7,0.03,10.25
103,3,-1.54,-4.2,1.8,0.04,9.63
103,4,-2.13,-6.7,1.5,0.06,9.93
103,5,-2.12,-5.8,2.1,0.03,10.44
103,6,-2.31,-6.5,2.6,0.03,10.83
103,7,-2.08,-6.0,2.7,0.04,10.68
103,8,-1.26,-5.3,2.5,0.03,9.82
103,9,-0.14,-4.9,2.7,0.01,9.53
103,10,0.86,-4.4,3.6,0.01,9.74
103,11,1.59,-4.2,4.7,0.0,10.24
103,12,2.2,-4.1,5.6,0.0,10.2
103,13,2.69,-3.9,6.3,0.0,9.97
103,14,3.02,-3.8,6.7,0.01,9.84
103,15,3.74,-2.7,7.6,0.01,10.56
103,16,3.51,-2.6,6.2,0.03,9.45
103,17,3.15,-2.4,5.9,0.03,9.08
103,18,2.89,-2.4,8.0,0.04,7.88
103,19,1.71,-2.9,4.2,0.05,7.35
103,20,0.27,-4.2,3.0,0.03,7.91
103,21,-0.47,-5.4,2.0,0.09,9.37
103,22,-1.23,-6.0,2.4,0.08,9.96
103,23,-1.36,-6.4,2.0,0.07,10.28
104,0,-1.33,-7.3,3.3,0.13,9.98
104,1,-1.47,-8.5,3.7,0.22,9.71
104,2,-1.46,-8.9,3.4,0.14,9.42
104,3,-1.51,-8.4,3.0,0.15,10.19
104,4,-1.8,-9.7,4.0,0.13,10.06
104,5,-2.06,-10.3,4.1,0.14,10.0
104,6,-2.36,-10.8,4.1,0.1,9.21
104,7,-2.15,-10.4,4.6,0.07,9.16
104,8,-1.28,-8.9,5.3,0.06,8.12
104,9,-0.21,-7.0,5.9,0.04,8.02
104,10,0.5,-5.4,4.0,0.09,8.11
104,11,1.22,-4.1,4.2,0.12,8.85
104,12,2.16,-3.3,6.9,0.0,9.32
104,13,2.66,-2.8,6.7,0.05,10.02
104,14,2.83,-2.5,5.9,0.07,10.41
104,15,3.12,-2.0,7.8,0.06,11.01
104,16,2.94,-1.8,6.8,0.06,10.54
104,17,2.93,-1.8,6.7,0.01,9.94
104,18,2.59,-2.1,6.6,0.04,9.79
104,19,1.65,-2.9,4.6,0.02,10.27
104,20,0.32,-3.9,4.2,0.0,9.6
104,21,-0.96,-5.0,3.9,0.0,9.87
104,22,-1.51,-5.3,3.2,0.0,10.25
104,23,-1.68,-6.2,3.4,0.0,10.24
105,0,-1.96,-6.7,2.7,0.01,9.69
105,1,-2.28,-6.9,2.6,0.0,10.01
105,2,-2.92,-7.3,2.4,0.0,10.41
105,3,-2.43,-6.7,2.1,0.0,10.73
105,4,-2.53,-6.9,2.2,0.0,10.37
105,5,-2.75,-7.5,1.6,0.0,10.54
105,6,-2.96,-7.7,1.5,0.0,10.97
105,7,-2.45,-7.0,2.0,0.0,10.88
105,8,-1.3,-6.4,2.8,0.0,10.29
105,9,-0.0,-5.1,3.8,0.0,10.03
105,10,1.27,-4.1,5.0,0.01,10.5
105,11,2.34,-3.7,6.5,0.02,11.02
105,12,3.12,-3.6,7.8,0.01,10.99
105,13,3.65,-3.3,8.5,0.01,11.13
105,14,4.1,-2.6,8.9,0.01,11.09
105,15,4.81,-2.3,11.6,0.02,11.51
105,16,4.48,-1.9,8.7,0.03,10.04
105,17,4.16,-1.5,8.3,0.04,9.17
105,18,3.7,-1.6,7.6,0.04,8.43
105,19,2.63,-3.0,6.7,0.04,7.99
105,20,1.25,-4.4,4.6,0.02,8.41
105,21,0.15,-4.2,3.0,0.0,8.59
105,22,-0.54,-5.3,3.3,0.0,9.63
105,23,-0.99,-6.3,3.5,0.0,9.76
106,0,-1.37,-6.7,3.2,0.0,10.0
106,1,-1.86,-7.4,2.7,0.0,9.91
106,2,-2.46,-7.9,2.3,0.0,9.92
106,3,-2.16,-7.5,2.0,0.0,8.93
106,4,-2.57,-8.3,2.4,0.0,9.27
106,5,-2.58,-8.4,2.5,0.0,8.61
106,6,-2.96,-8.5,2.3,0.0,8.86
106,7,-2.4,-8.7,2.6,0.0,7.92
106,8,-0.97,-7.8,3.9,0.0,6.64
106,9,0.65,-5.7,5.8,0.0,5.7
106,10,2.16,-4.0,8.1,0.0,6.02
106,11,3.48,-2.7,10.1,0.01,6.72
106,12,4.55,-1.5,12.0,0.0,6.78
106,13,5.47,-0.8,13.4,0.0,7.6
106,14,6.0,-0.5,14.4,0.0,8.1
106,15,7.08,0.7,15.0,0.0,8.48
106,16,6.33,0.7,16.8,0.03,7.77
106,17,6.29,1.0,16.6,0.05,6.64
106,18,5.69,0.7,16.2,0.02,6.54
106,19,4.47,-0.5,14.9,0.01,7.79
106,20,2.92,-1.9,12.9,0.0,8.56
106,21,1.73,-3.2,11.9,0.01,10.28
106,22,1.0,-4.4,10.2,0.01,9.98
106,23,0.68,-4.7,9.3,0.01,9.53
107,0,0.13,-4.5,8.7,0.0,9.66
107,1,-0.65,-4.7,8.4,0.0,9.77
107,2,-1.04,-5.3,7.5,0.01,9.58
107,3,-0.87,-4.9,6.9,0.0,9.33
107,4,-1.4,-5.3,7.2,0.0,9.76
107,5,-1.69,-5.6,6.3,0.0,9.34
107,6,-1.78,-6.1,5.8,0.0,9.26
107,7,-1.44,-5.6,5.9,0.01,9.34
107,8,-0.09,-5.4,7.2,0.01,8.37
107,9,1.28,-5.0,9.0,0.0,7.88
107,10,2.57,-4.1,11.4,0.06,7.66
107,11,3.71,-3.2,13.7,0.04,7.96
107,12,4.51,-2.2,15.4,0.01,8.44
107,13,5.16,-1.4,16.9,0.0,8.79
107,14,5.23,-0.7,16.3,0.0,10.28
107,15,5.79,0.0,13.5,0.0,10.12
107,16,5.12,0.2,12.7,0.01,9.61
107,17,4.91,0.3,12.1,0.03,9.88
107,18,4.1,-0.2,10.6,0.04,9.02
107,19,3.07,-0.8,9.3,0.07,8.32
107,20,1.66,-2.2,8.1,0.1,8.96
107,21,0.72,-4.2,6.1,0.07,9.06
107,22,-0.07,-5.1,5.5,0.0,9.44
107,23,-0.48,-6.0,5.0,0.0,8.71
108,0,-1.09,-7.1,4.3,0.0,8.86
108,1,-1.17,-7.9,4.9,0.0,9.43
108,2,-1.73,-9.3,4.7,0.0,9.19
108,3,-1.5,-9.2,4.6,0.0,9.03
108,4,-2.06,-9.2,4.6,0.0,8.63
108,5,-2.54,-10.5,4.1,0.0,9.21
108,6,-2.82,-10.7,3.8,0.0,9.27
108,7,-2.2,-10.5,4.3,0.0,8.64
108,8,-0.71,-8.7,5.7,0.0,7.44
108,9,0.76,-7.3,7.1,0.01,6.84
108,10,2.33,-5.9,9.3,0.0,6.83
108,11,3.71,-4.7,10.8,0.0,7.31
108,12,4.76,-3.7,11.9,0.02,7.94
108,13,5.52,-2.7,10.6,0.04,8.28
108,14,5.56,-1.8,10.0,0.01,8.52
108,15,6.58,-1.2,10.9,0.02,9.68
108,16,5.59,-0.2,9.9,0.01,9.06
108,17,5.24,-0.1,9.0,0.02,9.06
108,18,4.27,-0.6,7.2,0.02,9.0
108,19,2.81,-3.0,6.1,0.04,9.17
108,20,1.63,-4.9,5.2,0.03,9.05
108,21,0.76,-4.7,4.1,0.03,9.43
108,22,-0.33,-6.0,3.1,0.04,9.2
108,23,-0.93,-6.8,2.4,0.03,8.41
109,0,-1.57,-7.5,1.7,0.05,7.91
109,1,-1.73,-8.2,1.2,0.05,8.25
109,2,-1.89,-9.0,0.8,0.03,8.08
109,3,-1.6,-9.7,1.3,0.02,8.71
109,4,-1.97,-9.3,1.1,0.03,9.47
109,5,-2.22,-10.0,0.7,0.02,9.45
109,6,-2.17,-10.4,0.3,0.01,9.16
109,7,-1.56,-9.9,0.8,0.01,8.62
109,8,-0.41,-9.0,1.9,0.0,7.54
109,9,0.61,-7.8,3.8,0.0,7.54
109,10,1.49,-6.6,5.6,0.0,7.37
109,11,2.78,-5.2,7.2,0.0,7.56
109,12,3.73,-3.8,8.4,0.0,7.7
109,13,4.44,-2.5,9.3,0.0,8.12
109,14,4.9,-1.5,9.9,0.04,8.84
109,15,5.88,-0.8,13.4,0.02,9.53
109,16,5.39,-0.5,10.9,0.03,8.32
109,17,5.13,-0.5,10.7,0.03,8.32
109,18,4.55,-0.8,9.8,0.02,8.34
109,19,3.52,-1.6,7.8,0.01,8.85
109,20,2.25,-3.0,5.8,0.01,9.16
109,21,0.8,-4.5,3.7,0.01,9.95
109,22,0.09,-5.6,2.8,0.0,10.36
109,23,-0.26,-6.5,3.0,0.0,10.44
110,0,-0.67,-7.1,2.7,0.0,9.89
110,1,-1.09,-7.4,2.6,0.0,9.38
110,2,-1.13,-7.5,2.4,0.0,9.26
110,3,-0.73,-7.4,2.2,0.0,9.7
